           8                     1  0.000000000000000000000000000000000E+0000
           8                     2  0.000000000000000000000000000000000E+0000
           8                     3  0.000000000000000000000000000000000E+0000
           8                     4  5.551115123125782702118158340454102E-0017
           8                     5  1.850371707708594234039386113484700E-0017
           8                     6  7.930164461608261003025940486363002E-0017
           8                     7  7.285838599102589796530082821846008E-0017
           8                     8  2.467162276944792312052514817979601E-0017
           8                     9  1.845745778439322748454287648200989E-0016
           8                    10  5.551115123125782702118158340454102E-0017
           8                    11  2.752427915216533923133586843808492E-0016
           8                    12  3.245267302750457579699846414419321E-0016
           8                    13  2.160969815788251123324568782533918E-0016
           8                    14  1.813364273554422349358598391215006E-0016
           8                    15  1.526556658859590243082493543624878E-0016
           8                    16  3.265361837132813354187151964973001E-0017
           8                    17  3.184181313681872577742776936954922E-0016
           8                    18  6.025881548129961485851948198519255E-0017
           8                    19  2.435551760271437160554341971874237E-0016
           8                    20  4.734969030618599173890071965399243E-0016
           8                    21  1.469783890554894738174466924233870E-0016
           8                    22  8.860665824250230323978821220605270E-0016
           8                    23  1.198983042479303170087708470722039E-0015
           8                    24  9.212075546827236394165083765983581E-0016
           8                    25  3.311987436441873237177228125242087E-0016
           8                    26  1.963449978735230548341793042642099E-0016
           8                    27  3.997298523929414061837763126407351E-0016
           8                    28  2.409471090080889302169390279671241E-0016
           8                    29  8.280413391995959197326252857844035E-0017
           8                    30  2.399514279028564135754300702002741E-0016
           8                    31  4.662069341687669066232047043740749E-0016
           8                    32  1.286534010638072025110225447199561E-0015
           8                    33  1.027160382893090600726495989981820E-0015
           8                    34  1.028839711837901761880077953849520E-0015
           8                    35  3.048294641397022688680509519245890E-0016
           8                    36  4.761581519464987256985812171085460E-0016
           8                    37  4.721186891724247097475821838567131E-0016
           8                    38  9.348825132841161925730725320485922E-0016
           8                    39  1.602884491802569755236618220806122E-0016
           8                    40  3.270588407146516790196140546624253E-0016
           8                    41  8.134200984735056885082962080126717E-0016
           8                    42  2.994213404348805175517512442067612E-0016
           8                    43  9.485783370909540611716114323247562E-0017
           8                    44  2.690440463008296016293267409006755E-0015
           8                    45  2.325283685407172292205201380926630E-0016
           8                    46  5.960066955334783183098671601173726E-0016
           8                    47  2.001220369973744084290956379845738E-0015
           8                    48  3.633006593974284572011258985315050E-0016
           8                    49  3.372302437298912991536781191825867E-0016
           8                    50  1.627510762324279722616112991875293E-0015
           8                    51  3.087140585901802471478451759769366E-0016
           8                    52  7.020065870330294068103199297527098E-0016
           8                    53  4.569390133758167427947261819133052E-0016
           8                    54  3.682029428827862912757237526503476E-0016
           8                    55  7.078910870182499235982374687279973E-0016
           8                    56  1.155873642414019885013419154443239E-0016
           8                    57  2.873060984522967060158783891077700E-0016
           8                    58  5.165359665417041870276049032049664E-0016
           8                    59  7.599823548254391880618641152977944E-0016
           8                    60  7.776111266739313637639289019537754E-0016
           8                    61  5.951220699036562402926069954710622E-0016
           8                    62  1.019686980355128893972418847538176E-0015
           8                    63  1.068210190441343243605842872057110E-0015
           8                    64  1.791542341828416668319662746328574E-0015
           8                    65  2.369921388763647958815757495661577E-0015
           8                    66  1.271966570213620927271262895482690E-0015
           8                    67  2.865712161034980119759840069009977E-0015
           8                    68  5.818363102105977766083357720703318E-0016
           8                    69  1.173788249137735257526011472301824E-0015
           8                    70  2.040450164073959026417226045274399E-0015
           8                    71  1.107404098976694228895212290808558E-0015
           8                    72  1.166114389221012023794273399326899E-0015
           8                    73  3.257693476838769614718133910886339E-0015
           8                    74  2.789666645834169382093629489342372E-0016
           8                    75  1.117481472853585812213407878420855E-0015
           8                    76  9.549765379633879990263255433989809E-0016
           8                    77  9.540089516089886810499219558177849E-0016
           8                    78  6.784086302570057617956507196532020E-0016
           8                    79  9.027284128548807018432853510603309E-0016
           8                    80  1.391333893090237650562531924174156E-0015
           8                    81  1.647373802412072503035987454761819E-0015
           8                    82  1.314460588567871708213912704622889E-0015
           8                    83  4.605690828718422835663659498095512E-0016
           8                    84  3.276586518447957400092170299852596E-0016
           8                    85  9.079058564385591548776828012494154E-0016
           8                    86  1.285868761405382904730236757246927E-0015
           8                    87  5.862576838130709430433026599613103E-0016
           8                    88  4.515543681792661792836073534877113E-0015
           8                    89  1.915173266888972294610640448000696E-0015
           8                    90  5.186041614461696628875490585035020E-0015
           8                    91  3.197962727963243878548382781445980E-0015
           8                    92  3.747226543397126137748390676513795E-0015
           8                    93  5.311114284773885082300849001299827E-0015
           8                    94  2.044654650268958113500909683735747E-0015
           8                    95  2.352917484691833630942407277567933E-0015
           8                    96  2.823414469003241204509041128084832E-0015
           8                    97  3.151727036950474285378954753431739E-0015
           8                    98  3.662737201079878421737565517877088E-0015
           8                    99  6.983302824892234639264643192291260E-0016
           8                   100  1.088221234796183373216288348678315E-0015
           8                   101  8.100818490953654462845959499770520E-0016
           8                   102  5.222123973808006490640075497546242E-0015
           8                   103  6.286370996405183247518904793720979E-0016
           8                   104  1.931358512272768599532788530701683E-0015
           8                   105  1.588073880993522487119233393865936E-0015
           8                   106  6.261314156664474399107025292153670E-0015
           8                   107  4.592969523227926250304638718565305E-0015
           8                   108  3.274712305604511330041974577881874E-0015
           8                   109  5.054085306831591527621970850635659E-0015
           8                   110  5.719899028896499068060940181886828E-0016
           8                   111  9.731334042155965440607750289408225E-0016
           8                   112  9.899437464457027033907340724120098E-0016
           8                   113  7.144473852683076306117040905774686E-0016
           8                   114  1.131582750207618791255695016487785E-0015
           8                   115  2.426803370327933435121316318239631E-0015
           8                   116  1.045771375479249015300480935436029E-0015
           8                   117  1.057460969071929755153763897211875E-0015
           8                   118  1.659299448542319700239762319486682E-0015
           8                   119  2.262007132528924084150882360214988E-0015
           8                   120  1.160243274275429928460021788054261E-0015
           8                   121  4.216643541618411205252145844526955E-0015
           8                   122  8.073515884739213180456147718478025E-0016
           8                   123  1.981096178681867979409411594632172E-0015
           8                   124  1.316849407295705987053224816918373E-0015
           8                   125  2.285443109012904400630745046313793E-0015
           8                   126  2.970638826790456381944048504425785E-0015
           8                   127  3.934705209221456279067297145957127E-0016
           8                   128  4.430988037724991135143872545382311E-0015
           8                   129  3.700071766071361550460166584413785E-0015
           8                   130  2.697190435373343684000073299380659E-0015
           8                   131  2.808070484892941508267981451794957E-0015
           8                   132  2.955381866550051045876050620038707E-0015
           8                   133  9.945350927541181902855516536467111E-0015
           8                   134  3.490713376788737268388676629574211E-0015
           8                   135  5.981383944106574211767057182869929E-0015
           8                   136  4.868748348524394860381964104671548E-0016
           8                   137  4.158327014045954724942798813993948E-0015
           8                   138  8.305955843177008587157641865795465E-0016
           8                   139  2.985304216131444223135206682075347E-0015
           8                   140  7.757781808595287102499170928982133E-0015
           8                   141  2.310828807257456794143084626854725E-0015
           8                   142  6.535534302942425410565574184529014E-0015
           8                   143  1.466184667888355737848845213496437E-0015
           8                   144  5.956938725817832783863634866630209E-0015
           8                   145  6.518770017694461788255155201337925E-0015
